"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Limerick","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Leitrim","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Laois","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Meath","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Monaghan","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Mayo","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Offaly","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Roscommon","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Sligo","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Tipperary","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Waterford","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Wicklow","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Westmeath","Number","3"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Wexford","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Ireland","Number","29"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Clare","Number","14"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Cork","Number","51"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Cavan","Number","14"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Carlow","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Donegal","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Dublin","Number","254"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Galway","Number","61"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kildare","Number","64"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kilkenny","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kerry","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Longford","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Louth","Number","23"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Limerick","Number","14"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Leitrim","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Laois","Number","13"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Meath","Number","49"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Monaghan","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Mayo","Number","10"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Offaly","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Roscommon","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Sligo","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Tipperary","Number","16"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Waterford","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wicklow","Number","107"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Westmeath","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wexford","Number","27"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Ireland","Number","803"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Clare","Number","24"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Cork","Number","256"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Cavan","Number","26"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Carlow","Number","21"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Donegal","Number","48"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Dublin","Number","608"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Galway","Number","76"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kildare","Number","137"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kilkenny","Number","30"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kerry","Number","49"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Longford","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Louth","Number","31"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Limerick","Number","69"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Leitrim","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Laois","Number","33"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Meath","Number","71"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Monaghan","Number","23"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Mayo","Number","39"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Offaly","Number","18"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Roscommon","Number","17"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Sligo","Number","17"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Tipperary","Number","39"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Waterford","Number","34"
