"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Tipperary","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Battery Electric Vehicles (BEV)","Own account","Ireland","Number","29"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Clare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Cork","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Cavan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Carlow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Dublin","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Galway","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kildare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Longford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Louth","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Limerick","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Laois","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Meath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Monaghan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Tipperary","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Ireland","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Clare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Cork","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Cavan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Carlow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Dublin","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Galway","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kildare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Longford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Louth","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Limerick","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Laois","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Meath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Monaghan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Tipperary","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Ireland","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Clare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Cork","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Cavan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Carlow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Dublin","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Galway","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kildare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Longford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Louth","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Limerick","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Laois","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Meath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Monaghan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Tipperary","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Plug-in hybrid electric vehicles (PHEV)","Own account","Ireland","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Clare","Number","4"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Cork","Number","13"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Cavan","Number","13"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Carlow","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Dublin","Number","96"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Galway","Number","2"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kildare","Number","20"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Longford","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Louth","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Limerick","Number","3"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Laois","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Meath","Number","11"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Monaghan","Number","2"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Tipperary","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Main use (own account and hire or reward)","Ireland","Number","167"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Clare","Number","4"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Cork","Number","5"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Cavan","Number","9"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Carlow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Dublin","Number","3"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Galway","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Kildare","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Longford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Louth","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Limerick","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Laois","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Meath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Monaghan","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Tipperary","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Hire or reward","Ireland","Number","23"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Clare","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Cork","Number","8"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Cavan","Number","4"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Carlow","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Donegal","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Dublin","Number","93"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Galway","Number","2"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Kildare","Number","19"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Kilkenny","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Kerry","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Longford","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Louth","Number","1"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Limerick","Number","2"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Leitrim","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Laois","Number",""
